ingredients_text,ingredientes_identificados,num_ingredientes
"INGREDIENTS:Pizza Base (WheatFlour, Water, Yeast, Rapeseed Oil, Base Blend [Dextrose, Rapeseed Oil, Flour Treatment Agent (Ascorbic Acid)], Salt, Base Release Agent Roll Off [Rapeseed Oil, Emulsifier (Sunflower Lecithins), Carnauba Wax], Base Release Agent Wundrol [Rapeseed Oil, Triglycerides of Middle Chain Fatty Acids, Tocopherol-Rich Extract]), Tomato Sauce(Water, Tomato Pur̩e, Maize Starch, Basil, Sugar, Chilli Powder, Flavouring, Yeast Extract, Garlic Pur̩e, Salt, Garlic Powder, Black Pepper, Coriander, Cumin, Onion Powder, Cheese Powder (Milk)), Mozzarella Cheese Blend(Mozzarella Cheese (Milk) (98%)[Milk, Salt, Starter Culture, Microbial Rennet], Potato Starch), Pepperoni (6%)(Pork, Pork Fat, Salt, Paprika, Dextrose, White Pepper, Antioxidants (Ascorbic Acid, Sodium Ascorbate, Rosemary Extract), Chilli, Starter Culture, Preservative (Sodium Nitrite)), Reformed Ham (3%)(Pork, Salt, Dextrose, Sugar, Stabilisers (Disodium Diphosphate, Sodium Triphosphate), Antioxidant (Sodium Ascorbate), Preservative (Sodium Nitrite), Smoke Flavouring), Beef (3%)(Beef, Chilli, Natural flavouring made up of Garlic, Water & Salt. (Flavouring)).","['cheese', 'potato', 'pork', 'beef', 'milk', 'onion', 'maize', 'tomato']",8
"Cooked White Long Grain Rice (28%, Water, Long Grain Rice), Water, Cooked Marinated Chicken (15%, Chicken, Maltodextrin, Dextrose, Tapioca Starch, Salt, Maize Flour, Onion Powder, Yeast Extract, Herbs (Oregano, Basil, Parsley), Natural Flavourings, Sugar, Tomato Powder, Garlic, Acidity Regulatory - Citric Acid, Lemon Powder, Colour - Paprika Extract, Thickener - Carrageenan,EggPowder, Modified Maize Starch, Stabilisers - Tri- and Polyphosphates), Peas, Red Peppers, Whey Powder (Milk), Half Cream (Milk),Celery,Milk, Modified Maize Starch, Chicken Stock (Yeast Extract, Water, Salt, Chicken Extract, Chicken Fat, Natural Flavouring, Carrot Juice Concentrate, Cornflour, Onion, Onion Powder, Carrot), Lemon Juice, Lemon Grass, Lemon Zest, White Wine, Sugar, Thickener - Agar, Basil, Yeast Extract","['peas', 'rice', 'milk', 'onion', 'wine', 'maize', 'chicken', 'tomato']",8
"Water, Mozzarella Cheese (15%) (Milk), Maize Starch, Tomato Pur̩e, Smoked Pepperoni (9%) (Pork, Pork Fat, Salt, Spices, Dextrose, Garlic, Onion, Antioxidants: Rosemary Extract, Ascorbic Acid, Sodium Ascorbate; Spice Extracts, Preservative: Sodium Nitrite), Mushrooms (7%), Smoke Flavoured Reformed Ham (5%) (Pork, Water, Salt, Dextrose, Stabilisers: Sodium Di & Tri Phosphates; Antioxidant: Sodium Ascorbate; Flavouring, Preservative: Sodium Nitrite; Smoke Flavouring), Rice Flour, Potato Starch, Tapioca Starch, Rapeseed Oil, Potato Flake, Yeast, Dried Rice Sourdough, Sugar, Salt, Brown Rice Flour, Psyllium Husk Powder, Thickener: Xanthan Gum, Raising Agents: Diphosphates, Sodium Bicarbonate, Fructose, Garlic Pur̩e, Basil, Oregano, Emulsifier: Mono and Diglycerides of Fatty Acids, Potato Fibre, Black Pepper","['cheese', 'potato', 'pork', 'rice', 'milk', 'onion', 'maize', 'tomato']",8
"INGREDIENTS:Egg Fried Rice, Water, Chicken Breast (10%), Sugar, Onion, Red Pepper, White Wine Vinegar,WheatFlour, Water Chestnut, Tomato Paste, Brown Sugar, Pineapple, Cornflour, Palm Oil, Pineapple Juice, Salt,WheatStarch, Maize Starch, Plum Pur̩e,WheatGluten, Spirit Vinegar, Rapeseed Oil, Onion Powder, Black Pepper, Yeast Extract, Raising Agent (Sodium Carbonate), Flavouring, Tamarind Paste, Spices, Lemon Juice, Garlic Powder.Egg Fried Rice contains: Water, Long Grain Rice, Peas, Onion, PasteurisedEgg, Rapeseed Oil, WholeMilk, Garlic Pur̩e, Ginger Pur̩e, Cornflour, Salt, ToastedSesameSeed Oil,SoyaBean,WheatFlour, Concentrated Lemon Juice, White Pepper.","['peas', 'egg', 'rice', 'onion', 'wine', 'maize', 'chicken', 'tomato']",8
"INGREDIENTS:WheatFlour, Water, Mozzarella Medium Fat Soft Cheese (Milk), Sausage (5%), Formed Ham With Added Water (5%), Tomato Pur̩e, Pepperoni (4.5%), Palm Oil, Yeast, Sugar, Rapeseed Oil, Basil, Salt, Extra Virgin Olive Oil, Maize Flour, Maize Starch, Garlic Pur̩e, Chilli Powder, Flavouring, Yeast Extract, Garlic Powder, Black Pepper, Cumin, Onion Powder, Cheese Powder (Milk), Coriander.Sausage contains: Pork, Water,WheatFlour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Potato Starch, Salt, Rapeseed Oil, Beef Collagen Casing, Dextrose, Garlic, Oregano, Parsley, Fennel, Pepper.Formed Ham with added water contains: Pork, Water, Salt, Dextrose, Stabilisers (Disodium Diphosphate, Sodium Triphosphate), Antioxidant (Sodium Ascorbate), Preservative (Sodium Nitrite).Pepperoni contains:Pork, Pork Fat, Salt, Paprika, Dextrose, White Pepper, Antioxidants (Sodium Ascorbate, Ascorbic Acid, Rosemary Extract), Chilli, Preservative (Sodium Nitrite).","['cheese', 'potato', 'pork', 'beef', 'milk', 'onion', 'maize', 'tomato']",8
"INGREDIENTS:Mashed Potato [Potato, Half Cream (Milk), Water, WholeMilk, Salt], Water, Lamb's Liver (13%), Carrot, Peas, Tomato Pur̩e, Onion, Cabbage, Diced Bacon Pieces (0.6%) [Pork, Water, Salt, Preservatives (Sodium Nitrite, Potassium Nitrate), Antioxidant (Sodium Ascorbate)], Cornflour, Chicken Extract, Garlic Pur̩e, Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Yeast Extract, Caramelised Sugar, Molasses, Rapeseed Oil, Onion Powder, Salt, Butter (Milk), Thyme, Leek, Parsley, Garlic, Bay Leaf, White Pepper.","['peas', 'potato', 'pork', 'milk', 'butter', 'onion', 'chicken', 'tomato']",8
"Chicken Breast (42%), Water, Breadcrumb (FortifiedWheatFlour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), Yeast, Dextrose, Salt, Water), Rapeseed Oil, FortifiedWheatFlour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), Semi SkimmedMilk, Processed Cheese (4%) (Cheese (Milk), Butter (Milk), Water, Whey Powder (Milk), Starch, Salt, Black Pepper), Starch (containsWheat), Flour (Maize, Rice), Smoked Cured Pork Shoulder (1%) (Pork, Maltodextrin, Antioxidants (Rosemary Extract, Sodium Ascorbate), Salt, Dextrose, Spice Extracts, Preservative: Sodium Nitrite), Salt,EggWhite, Sunflower Oil, Natural Flavourings (containWheat),Mustard, Spirit Vinegar, Natural Emulsifier (Sunflower Lecithin)#, Onion Powder, # Lecithin is used to bind our Sauces together. It is a natural material found in many traditional food ingredients","['cheese', 'pork', 'rice', 'milk', 'butter', 'onion', 'maize', 'chicken']",8
"Cooked Long Grain Spiced Rice (30%, Water, Long Grain Rice, Ground Turmeric), Water, Roasted Vegetables (Roasted Red Pepper, Roasted Courgette), Cooked Chicken (13%, Chicken, Cornflour), Peas, Onion, Chorizo (3%, Pork, Pork Fat, Salt, Paprika, Dextrose, Chilli Powder,BarleyMalt Vinegar, Rosemary, Sage, Paprika Extract, Antioxidant - Sodium Ascorbate, Preservative - Sodium Nitrite), Tomato Pur̩e, White Wine, Garlic Pur̩e, Sugar, Modified Maize Starch, Chicken Stock (Water, Chicken Fat, Chicken Extract, Salt), Flavourings, Salt, Sugar, Cornflour, Parsley, Chipotle Chilli, Smoked Paprika, Salt, Ground Turmeric, Thickener - Agar, Oregano","['peas', 'pork', 'rice', 'onion', 'wine', 'maize', 'chicken', 'tomato']",8
"Gravy (32%) (Water, Beef Stock (Beef Extract, Salt, Vegetable Pur̩e, (Carrot, Leek), Onion Powder, Tomato Pur̩e), Cornflour, Colour: Caramel, Tomato Pur̩e), Roast Potato (24%) (Potato, Sunflower Oil, Rice Flour, Dextrin, Potato Starch, Salt, Dextrose, Colour: Caramel, Natural Flavouring), Marinated Beef (12%) (Beef, Water, Dextrose, Salt, Tapioca Starch), Carrot (12%), Peas (11%), Yorkshire Puddings (8%) (FortifiedWheatFlour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), WholeEgg, Water, Rapeseed Oil,EggWhite, SkimmedMilkPowder, Salt), Salted Butter (Milk)","['peas', 'potato', 'beef', 'rice', 'butter', 'milk', 'onion', 'tomato']",8
"Gravy 25% (Water, Chicken Stock (Chicken Extract, Sugar, Salt, Cornflour, Concentrated Onion Juice), Cornflour, Vegetable Stock (Carrot, Onion, Leek), Caramelised Sugar, Tomato Pur̩e, Sugar, Dried Sage), Roast Potato (20%) (Potato, Sunflower Oil, Rice Flour, Dextrin, Potato Starch, Salt, Dextrose, Colour: Caramel, Natural Flavouring), Marinated Chicken Breast (20%) (Chicken Breast, Salt, Dextrose), Carrot (14%), Peas (12%), Sage and Onion Stuffing Ball (7%) (Water, FortifiedWheatFlour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), Dried Onion, Salt, Rapeseed Oil, Dried Sage, Raising Agents (Diphosphates, Sodium Carbonates), Dried Parsley, Sage Extract, Yeast), Salted Butter (Milk)","['peas', 'potato', 'rice', 'butter', 'milk', 'onion', 'chicken', 'tomato']",8
"Pesto Flavoured Coating (FortifiedWheatFlour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), Water,WheatStarch, Rapeseed Oil, DurumWheatSemolina,WheatGluten, Salt, Garlic Powder, Onion Powder, Natural Flavourings, Yeast, Rice Flour, Cheese Powder (Milk), Sunflower Oil, Black Pepper Extract, Colouring (Paprika Extract)), Rice (15%), ASC-Certified King Prawn (Crustaceans) (15%), MSC-Certified Alaska Pollock (Fish) (7%), Petits Pois Peas (6%), Water, Cheddar Cheese (Milk), Basil, Dried Potato, Garlic Pur̩e, Lemon Zest, Salt","['cheese', 'peas', 'potato', 'crustaceans', 'rice', 'milk', 'fish', 'onion']",8
"Potato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Salt & Vinegar Flavour [Natural Flavourings, Salt, Acid: Citric Acid, Rice Flour, Dextrose, Sugar, Maltodextrin, Dried Yeast Extract], Maize Flour, Potassium Chloride, SaltPotato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Barbecue Beef Flavour [Salt, Rice Flour, Dried Yeast Extract, Dried Whey (Milk), Dried Onion, Potassium Chloride, Sugar, Natural Flavourings, Dried Tomato, Colour: Paprika Extract], Maize Flour, Natural Flavouring [contains Potassium Chloride, Salt, Maltodextrin, Dried Onion], SaltPotato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Cheese & Onion Flavour [Dried Onion, Salt, Dried Yeast Extract, Sugar, Dried Cheese (Milk), Acid: Citric Acid, Natural Flavourings (containsMilk), Cayenne Extract, Black Pepper Extract, Onion Extract, Colour: Paprika Extract], Maize Flour, Natural Flavouring [contains Potassium Chloride, Salt, Maltodextrin, Dried Onion], SaltPotato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Maize Flour, Salt, Potassium Chloride","['cheese', 'potato', 'rice', 'milk', 'onion', 'tomato', 'maize', 'beef']",8
"Potato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Roast Chicken Flavour [Yeast Extract, Dextrose, Salt, Corn Flour, Dried Onion, Dried Yeast, Sugar, Dried Garlic, Dried Palm Fat (containsMilkProtein, Glucose Syrup), Natural Flavourings, Potassium Chloride, Colour: Paprika Extract, Spice Extract], Maize Flour, Natural Flavouring [contains Potassium Chloride,WheatFlour, Dried Yeast Extract, Ground Sage], SaltPotato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Barbecue Beef Flavour [Salt, Rice Flour, Dried Yeast Extract, Dried Whey (Milk), Dried Onion, Potassium Chloride, Sugar, Natural Flavourings, Dried Tomato, Colour: Paprika Extract], Maize Flour, Natural Flavouring [contains Potassium Chloride, Salt, Maltodextrin, Dried Onion], SaltPotato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Maize Flour, Salt, Potassium Chloride","['potato', 'rice', 'milk', 'onion', 'tomato', 'maize', 'chicken', 'beef']",8
"Potato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Salt & Vinegar Flavour [Natural Flavourings, Salt, Acid: Citric Acid, Rice Flour, Dextrose, Sugar, Maltodextrin, Dried Yeast Extract], Maize Flour, Potassium Chloride, SaltPotato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Barbecue Beef Flavour [Salt, Rice Flour, Dried Yeast Extract, Dried Whey (Milk), Dried Onion, Potassium Chloride, Sugar, Natural Flavourings, Dried Tomato, Colour: Paprika Extract], Maize Flour, Natural Flavouring [contains Potassium Chloride, Salt, Maltodextrin, Dried Onion], SaltPotato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Cheese & Onion Flavour [Dried Onion, Salt, Dried Yeast Extract, Sugar, Dried Cheese (Milk), Acid: Citric Acid, Natural Flavourings (containsMilk), Cayenne Extract, Black Pepper Extract, Onion Extract, Colour: Paprika Extract], Maize Flour, Natural Flavouring [contains Potassium Chloride, Salt, Maltodextrin, Dried Onion], SaltPotato (Potato Starch & Dried Potato), Sunflower Oil (24%), Rice Flour, Maize Flour, Salt, Potassium Chloride","['cheese', 'potato', 'rice', 'milk', 'onion', 'tomato', 'maize', 'beef']",8
"INGREDIENTS:British Chicken Breast Fillet (55%), Hunters Style BBQ Sauce Sachet (25%) (Water, Tomato Pur̩e, Glucose Syrup, Brown Sugar, White Wine Vinegar, Cane Molasses, Cornflour, Onion Pur̩e, Salt, Black Treacle, Spirit Vinegar, Soya Sauce (Water,SoyaBeans,Wheat, Salt), Garlic Pur̩e, Caramelised Sugar Syrup, Tamarind Concentrate, Smoked Water, Smoked Paprika, Concentrated Lemon Juice, Onion Powder, Black Pepper, Maltodextrin, Garlic Powder, White Pepper, Allspice, Ginger, Clove), Reduced Salt Smoked Streaky Bacon with added Water (13%) (British Pork Belly (86%), Water, Salt, Brown Sugar, Preservatives: Sodium Nitrite, Potassium Nitrate; Antioxidant: Sodium Ascorbate), Extra Mature Cheddar Cheese (Cows'Milk) (5%), Potato Starch.","['cheese', 'potato', 'pork', 'cane', 'onion', 'wine', 'chicken', 'tomato']",8
"INGREDIENTS:British Chicken Breast (51%), Chicken Gravy (21%) (Water, White Wine (Sulphites), Cornflour, Chicken, Yeast Extract, Salt, Muscovado Sugar, Potato, Chicken Fat, Lemon Juice, Thyme), Pork, Sage & Onion Stuffing (10%) (British Pork (67%), Onion (22%), Water, Sage, Rice Flour, Gram Flour, Parsley, Salt, Onion Powder, White Pepper, Preservative: Sodium Metabisulphite (Sulphites); Nutmeg, Coriander, Maize Starch, Antioxidant:Ascorbic Acid; Dextrose), Pork Sausages (10%) (British Pork (81%), Water, Rice Flour, Gram Flour, Sage, Salt, Black Pepper, White Pepper, Onion Powder, Maize Starch, Preservative: Sodium Metabisulphite (Sulphites); Antioxidant:Ascorbic Acid; Dextrose), Smoked Dry Cure Streaky Bacon (8%) (British Pork Belly (97%), Sea Salt, Sugar, Preservatives :Potassium Nitrate, Sodium Nitrite).Contains beef collagen casingsPackaged in a protective atmosphere","['potato', 'pork', 'rice', 'onion', 'wine', 'maize', 'chicken', 'beef']",8
"INGREDIENTS:Mushroom (14%), Butternut Squash (10%), Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Onion,Peanuts(9%), B̩chamel Sauce (Salt, Cream (Cows'Milk), Water, Lemon Juice, Cornflour, Salted Butter (Cows'Milk)), BulgurWheat, Kale, Coconut Oil Based Alternative to Cheese (Water, Coconut Oil, Modified Potato Starch, Maize Starch,OatFibre, Thickeners:Carrageenan, Guar Gum), Modified Maize Starch, Salt, Yeast Extract, Lactic Acid, Sodium lactate, Sunflower Oil, Maltodextrin, Glycerol, Colour:Carotenes), Flavouring substance, Antioxidant:Alpha-tocopherol, Ascorbyl Palmitate), Emulsifier:Citric Acid Esters of Mono- and Diglycerides of Fatty Acids)), Chestnut (3.5%), Cranberries (3.5%), Mature Cheddar Cheese (Cows' Milk) (2.5%) (Cows'Milk, Salt, Vegetarian Rennet, Starter Culture), Sunflower Oil, Apricots (Sulphites) (Apricots, Rice Flour,Sulphur Dioxide), Water, Pumpkin Seeds,WheatGluten, Mozzarella Cheese (1.5%) (Cows'Milk, Potato Starch, Salt, Lactic Acid, Microbial Rennet), Garlic,RyeFlour, Koji (Rice, Water, Salt, Ethanol, Koji), Sugar, Salt, Pea Fibre, Maltodextrin, Tomato Powder, Cornflour, Garlic Powder, Sage, Black Pepper, Onion Powder, Yeast, Carrot Powder,CelerySeed, Parsley, Flavouring, White Pepper, Basil, Thyme, Black Pepper Extract, Oregano, Paprika Extract, Sage Extract, Rapeseed Oil.","['cheese', 'potato', 'rice', 'butter', 'milk', 'onion', 'maize', 'tomato']",8
"INGREDIENTS:Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Tomato, Mozzarella Cheese (Cows'Milk), Garlic Mushrooms (5%) (Mushroom, Extra Virgin Olive Oil, Garlic Pur̩e), Cheddar Cheese (Cows'Milk), Smoked Reformed Ham (3.5%) (Pork, Salt, Stabiliser: Triphosphates, Diphosphates, Water, Antioxidant: Sodium Ascorbate, Preservative: Sodium Nitrite), Spicy Beef (3%) (Minced British Beef, Rusk (WheatFlour, Salt), Paprika, Salt, Tomato Pur̩e, Cumin, Coriander, Cayenne Pepper, Garlic Powder, Onion Powder), Pepperoni (3%) (Pork, Pork Fat, Pasta (Water, DurumWheatSemolina), Salt, Dextrose, Cayenne Pepper (Salt, Rice Flour, Pepper Extract, Cayenne Pepper), Smoke Flavouring, Natural Colour: Paprika Extract; Rosemary Extract, Antioxidant: Sodium Ascorbate, Garlic Powder, Paprika, Pepper Extract, Ginger Extract, White Pepper Extract, Preservative: Sodium Nitrite), Rapeseed Oil, Polenta, Tomato Pur̩e, Sugar, Onion (1%), Green Peppers (1%), Black Olives (1%), Salt, Sundried Tomato, Yeast, Cornflour, Tomato Paste, Sunflower Oil, Vegetarian Medium Fat Hard Cheese (Cows'Milk),WheatFlour, Deactivated Yeast, Basil, Garlic Powder, Black Pepper, Oregano, White Wine Vinegar, Garlic.","['cheese', 'pork', 'wine', 'olives', 'rice', 'onion', 'tomato', 'beef']",8
"INGREDIENTS:Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Mozzarella Cheese (Cows'Milk), Tomato Pur̩e, Spicy Beef mix (6%) (Minced British Beef, Water, Tomato, Rusk (WheatFlour, Salt), Tomato Paste, Paprika, Salt, Tomato Pur̩e, Cumin, Coriander, Cayenne Pepper, Garlic Powder, Onion Powder, Sugar, Corn flour, White Wine Vinegar, Garlic Pur̩e, Oregano, Basil, Black Pepper), Cheddar Cheese (Cows'Milk), Pork Sausage Coins (4%) (Pork, Water, Rusk (Fortified Wheat Flour (WheatFlour, Calcium, Iron, Niacin, and Thiamin), Salt, Potato Starch, Brown Sugar, Rapeseed Oil, Sage, Dextrose,WheatStarch, Beef Casing, Black Pepper,WheatProtein, Yeast Extract, Mace Extract, Nutmeg Extract, Pepper Extract, Sage Extract, Coriander Extract), Smoked Formed Ham (3.5%) (Pork, Salt, Stabiliser: Triphosphates, Diphosphates, Water, Antioxidant: Sodium Ascorbate, Preservative: Sodium Nitrite), Pepperoni (3%) (Pork, Pork Fat, Pasta (Water, DurumWheatSemolina), Salt, Dextrose, Cayenne Pepper (Salt, Rice Flour, Pepper Extract, Cayenne Pepper), Smoke Flavouring, Natural Colour: Paprika Extract, Rosemary Extract, Antioxidant: Sodium Ascorbate, Garlic Powder, Paprika, Pepper Extract, Ginger Extract, White Pepper Extract, Preservative: Sodium Nitrite), Rapeseed Oil, Polenta, Sugar, Tomato Pur̩e, Chopped Tomatoes, Salt, Sundried Tomato, Yeast, Cornflour, Tomato Paste, Sunflower Oil, Medium Fat Hard Cheese (Cows'Milk),WheatFlour, Deactivated Yeast, Basil, Garlic Powder, Yeast, Black Pepper, Oregano, Garlic.","['cheese', 'tomato', 'potato', 'pork', 'rice', 'onion', 'wine', 'beef']",8
"INGREDIENTS:Cooked Risotto Rice (Water, Risotto Rice), Smoked Haddock (Melanogrammus aeglefinus) (Fish) (12%), Onion, Whole Cows'Milk, Peas (8%), White Wine, Baby Spinach (2.5%), Water, Fish Stock (Coley (Pollachius virens) (Fish), Water, Onion, Leek, Carrot, Fennel), Smoked:Cheddar Cheese (Cows'Milk), Leeks, Rapeseed Oil, Chives, Garlic Pur̩e, Extra Mature Cheddar Cheese (Cows'Milk), Fortified British Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Butter (Cows'Milk), Lemon Juice, Smoked Salt, White Wine Vinegar, Chervil, Salt, Cornflour,FishGelatine, Thyme, Lemon Zest, Black Pepper, Bay leaf powder.","['cheese', 'peas', 'rice', 'butter', 'leeks', 'fish', 'onion', 'wine']",8
"INGREDIENTS:Mashed Potato (57%) (Potato, Butter (Cows'Milk), Semi Skimmed Cows'Milk, Double Cream (Cows'Milk), Salt, White Pepper), British Pork Sausage* (21%) (Pork, Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Dextrose, Salt, Stabiliser: Sodium Triphosphate; Raising Agent: Ammonium Hydrogen Carbonate; White Pepper, Parsley, Mace, Ginger, Sage, Yeast Extract, Rapeseed Oil, Nutmeg), Water, Onion, Roast Beef Stock (Beef Juices, Water, Tomato Paste, Onion, Carrot), Caramelised Red Onion Chutney (Caramelised Red Onion (Red Onion, Brown Sugar), Red Wine Vinegar, Red Wine, Dried Onion, Cornflour, Onion Stock (Onion Concentrate, Sunflower Oil, Salt, Sugar), Garlic Puree), Boiled Chicken Stock (Chicken Juices, Water), Cornflour, Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Butter (Cows'Milk), Rapeseed Oil, Sea Salt, Tomato Puree, Beef Gelatine, Colour: Plain Caramel; Black Pepper.* Filled into beef collagen casings.","['potato', 'pork', 'wine', 'butter', 'onion', 'tomato', 'chicken', 'beef']",8
"INGREDIENTS: British Beef (17%), Cooked Free Range Egg Pasta (DurumWheatSemolina, Free RangeEgg, Water, Free RangeEggWhite), Semi Skimmed Cows'Milk, British Pork (11%), Tomato, Passata, Onion, Red Wine (3.5%), Water, Tomato Puree, Garlic Puree, Single Cream (Cows'Milk), Mushroom, Carrot, Cornflour, Parmigiano-Reggiano D.O.P Cheese (Unpasteurised Cows'Milk) (1.5%), Medium Fat Hard Cheese (Cows'Milk) (1%), Rapeseed Oil, Fortified British Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Red Wine Vinegar, Butter (Cows'Milk), Salt, Rosemary, Brown Sugar, Tapioca Starch, Oregano, Black Pepper, White Pepper, Porcini Mushroom Powder, Bay.","['cheese', 'egg', 'pork', 'beef', 'butter', 'onion', 'wine', 'tomato']",8
"INGREDIENTS:Cooked Free Range Egg Pasta (DurumWheatSemolina, Free RangeEgg, Water, Free RangeEggWhite), British Beef (17%), Semi Skimmed Cows'Milk, British Pork (11%), Tomato (7%), Passata (5%), Onion, Red Wine (3.5%), Water, Tomato Puree, Garlic Puree, Single Cream (Cows'Milk), Mushroom, Carrot, Parmigiano-Reggiano D.O.P Cheese (Unpasteurised Cows'Milk) (1.5%), Cornflour, Medium Fat Hard Cheese (Cows'Milk) (1%), Rapeseed Oil, Fortified British Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Red Wine Vinegar, Butter (Cows'Milk), Salt, Rosemary, Brown Sugar, Tapioca Starch, Oregano, Black Pepper, White Pepper, Porcini Mushroom Powder, Bay.","['cheese', 'egg', 'pork', 'beef', 'butter', 'onion', 'wine', 'tomato']",8
"INGREDIENTS:Roast Potatoes (30%) (Potato, Rapeseed Oil, Butter (Cows'Milk), DurumWheatSemolina, Salt, White Pepper), Roast British Beef (16%), Water, Carrot (12%), Peas (9%), Beef Juices, Yorkshire Pudding (6%) (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Semi Skimmed Cows'Milk,EggWhite,Egg, Rapeseed Oil, Salt, Emulsifier: Sunflower Lecithin), Roast Beef Stock (Beef Juices, Water, Tomato Paste, Onion, Carrot), Cornflour, Red Wine, Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Yeast Extract (Barley), Butter (Cows'Milk), Salt, Tomato Puree, Colour: Plain Caramel; Black Pepper.","['peas', 'egg', 'potato', 'wine', 'butter', 'onion', 'tomato', 'beef']",8
"INGREDIENTS:Cooked Marinated Beef (22%) (British Beef, Potato Starch, Cornflour, Salt, Black Pepper), Fortified British Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Tomato, Passata, Chianti Red Wine (6%), Red Wine (6%), Water, Vegetable Suet (Palm Oil, Fortified British Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Sunflower Oil), Cows'Milk, Red Pepper, Onion, Carrot, Red Onion, Tomato Puree, Garlic Puree,Celery, Butter (Cows'Milk), Rapeseed Oil, Brown Sugar, Parmigiano-Reggiano D.O.P Cheese (Unpasteurised Cows'Milk) (1%), Grated Medium Fat Hard Cheese (Cows'Milk, Anti-Caking Agent: Potato Starch), Balsamic Vinegar (Grape Must Concentrate, White Wine Vinegar), Beef Juices, Beef Gelatine, Red Wine Vinegar, Raising Agent: Baking Powder (Triphosphates, Sodium Hydrogen Carbonate, Palm Oil), Cornflour, Orange Zest, Salt, Thyme, Rosemary, Caramelised Sugar Syrup, Black Pepper, Crushed Red Chilli.","['cheese', 'potato', 'beef', 'butter', 'onion', 'grape', 'wine', 'tomato']",8
"INGREDIENTS:Marinated British Chicken (26%) (Chicken Thigh, Chicken Breast, Salt, Potato Starch, White Pepper, Concentrated Lemon Juice), Roasted Potatoes (23%) (Potato, Rapeseed Oil, Salt, White Pepper), Water, Peas, Carrot, Boiled Chicken Stock (Chicken Juices, Water), Onion, White Wine, Cornflour, Tomato Puree, Garlic Puree, Brown Sauce (Water, Molasses, Sugar, Apple Puree, Acid: Acetic Acid; Thickener: Modified Maize Starch; Salt, Fortified British Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Spirit Vinegar, Tomato Puree, Cloves), Yeast Extract (Barley), Sherry Vinegar, Thyme, Sage, Black Pepper, RoastedBarleyMalt Extract.","['peas', 'potato', 'apple', 'onion', 'wine', 'maize', 'chicken', 'tomato']",8
